DATASET,GAME ID,DATE,TIME,ROAD TEAM,HOME TEAM,TOTAL GAME MINUTES,ROAD TEAM FINAL SCORE,HOME TEAM FINAL SCORE,ROAD TEAM REST,HOME TEAM REST,BOX SCORE URL
2017-2018 Regular Season,0021700942,3/3/18,10:00 PM,Utah,Sacramento,240,98,91,B2B,1,Box Score
2017-2018 Regular Season,0021700943,3/4/18,3:30 PM,Phoenix,Atlanta,240,112,113,1,1,Box Score
2017-2018 Regular Season,0021700944,3/4/18,6:00 PM,Charlotte,Toronto,240,98,103,1,1,Box Score
2017-2018 Regular Season,0021700945,3/4/18,6:00 PM,Indiana,Washington,240,98,95,1,1,Box Score
2017-2018 Regular Season,0021700946,3/4/18,7:00 PM,New Orleans,Dallas,240,126,109,3+,1,Box Score
2017-2018 Regular Season,0021700947,3/4/18,8:00 PM,Philadelphia,Milwaukee,240,110,118,3IN4,1,Box Score
2017-2018 Regular Season,0021700948,3/4/18,9:00 PM,Brooklyn,LA Clippers,240,120,123,2,1,Box Score
2017-2018 Regular Season,0021700949,3/4/18,9:00 PM,New York,Sacramento,240,99,102,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700950,3/5/18,7:00 PM,Detroit,Cleveland,240,90,112,3IN4,1,Box Score
2017-2018 Regular Season,0021700951,3/5/18,7:00 PM,Milwaukee,Indiana,240,89,92,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700952,3/5/18,7:30 PM,Phoenix,Miami,240,103,125,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700953,3/5/18,8:00 PM,Boston,Chicago,240,105,89,1,2,Box Score
2017-2018 Regular Season,0021700954,3/5/18,8:30 PM,Memphis,San Antonio,240,98,100,3IN4,1,Box Score
2017-2018 Regular Season,0021700955,3/5/18,9:00 PM,Orlando,Utah,240,80,94,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700956,3/5/18,10:30 PM,Portland,LA Lakers,240,108,103,1,1,Box Score
2017-2018 Regular Season,0021700957,3/6/18,7:00 PM,Philadelphia,Charlotte,240,128,114,1,1,Box Score
2017-2018 Regular Season,0021700958,3/6/18,7:00 PM,Atlanta,Toronto,240,90,106,1,1,Box Score
2017-2018 Regular Season,0021700959,3/6/18,7:00 PM,Miami,Washington,265,113,117,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700960,3/6/18,8:00 PM,Houston,Oklahoma City,240,122,112,2,2,Box Score
2017-2018 Regular Season,0021700961,3/6/18,8:30 PM,Denver,Dallas,240,107,118,2,1,Box Score
2017-2018 Regular Season,0021700962,3/6/18,10:00 PM,New York,Portland,240,87,111,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700963,3/6/18,10:30 PM,Brooklyn,Golden State,240,101,114,1,3+,Box Score
2017-2018 Regular Season,0021700964,3/6/18,10:30 PM,New Orleans,LA Clippers,240,121,116,1,1,Box Score
2017-2018 Regular Season,0021700965,3/7/18,7:00 PM,Utah,Indiana,240,104,84,1,3IN4,Box Score
2017-2018 Regular Season,0021700966,3/7/18,8:00 PM,Toronto,Detroit,265,121,119,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700967,3/7/18,8:00 PM,Memphis,Chicago,240,110,119,1,1,Box Score
2017-2018 Regular Season,0021700968,3/7/18,8:00 PM,Houston,Milwaukee,240,110,99,B2B,3IN4,Box Score
2017-2018 Regular Season,0021700969,3/7/18,10:00 PM,New Orleans,Sacramento,240,114,101,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700970,3/7/18,10:30 PM,Cleveland,Denver,240,113,108,1,B2B,Box Score
2017-2018 Regular Season,0021700971,3/7/18,10:30 PM,Orlando,LA Lakers,240,107,108,1,1,Box Score
2017-2018 Regular Season,0021700972,3/8/18,7:00 PM,Brooklyn,Charlotte,240,125,111,1,1,Box Score
2017-2018 Regular Season,0021700973,3/8/18,7:30 PM,Philadelphia,Miami,240,99,108,1,3IN4,Box Score
2017-2018 Regular Season,0021700974,3/8/18,8:00 PM,Boston,Minnesota,240,117,109,2,3+,Box Score
2017-2018 Regular Season,0021700975,3/8/18,8:00 PM,Phoenix,Oklahoma City,240,87,115,2,1,Box Score
2017-2018 Regular Season,0021700976,3/8/18,10:30 PM,San Antonio,Golden State,240,107,110,2,1,Box Score
2017-2018 Regular Season,0021700977,3/9/18,7:00 PM,Chicago,Detroit,240,83,99,1,1,Box Score
2017-2018 Regular Season,0021700978,3/9/18,7:00 PM,Atlanta,Indiana,240,87,112,2,1,Box Score
2017-2018 Regular Season,0021700979,3/9/18,7:30 PM,Houston,Toronto,240,105,108,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700980,3/9/18,8:00 PM,Utah,Memphis,240,95,78,1,1,Box Score
2017-2018 Regular Season,0021700981,3/9/18,8:00 PM,New York,Milwaukee,240,112,120,2,1,Box Score
2017-2018 Regular Season,0021700982,3/9/18,8:00 PM,Washington,New Orleans,240,116,97,2,3IN4,Box Score
2017-2018 Regular Season,0021700983,3/9/18,9:00 PM,LA Lakers,Denver,240,116,125,1,3IN4,Box Score
2017-2018 Regular Season,0021700984,3/9/18,10:00 PM,Golden State,Portland,240,108,125,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700985,3/9/18,10:00 PM,Orlando,Sacramento,240,88,94,1,1,Box Score
2017-2018 Regular Season,0021700986,3/9/18,10:30 PM,Cleveland,LA Clippers,240,102,116,1,2,Box Score
2017-2018 Regular Season,0021700987,3/10/18,5:00 PM,Phoenix,Charlotte,240,115,122,1,1,Box Score
2017-2018 Regular Season,0021700988,3/10/18,7:30 PM,Washington,Miami,240,102,129,B2B,1,Box Score
2017-2018 Regular Season,0021700989,3/10/18,8:30 PM,Memphis,Dallas,240,80,114,3IN4-B2B,3+,Box Score
2017-2018 Regular Season,0021700990,3/10/18,8:30 PM,San Antonio,Oklahoma City,240,94,104,1,1,Box Score
2017-2018 Regular Season,0021700991,3/10/18,10:30 PM,Orlando,LA Clippers,240,105,113,3IN4-B2B,B2B,Box Score
2017-2018 Regular Season,0021700992,3/11/18,1:00 PM,Toronto,New York,240,132,106,1,1,Box Score
2017-2018 Regular Season,0021700993,3/11/18,3:30 PM,Chicago,Atlanta,240,129,122,1,1,Box Score
2017-2018 Regular Season,0021700994,3/11/18,3:30 PM,Golden State,Minnesota,240,103,109,3IN4,2,Box Score
2017-2018 Regular Season,0021700995,3/11/18,4:00 PM,Utah,New Orleans,240,116,99,1,1,Box Score
2017-2018 Regular Season,0021700996,3/11/18,5:00 PM,Sacramento,Denver,240,104,130,1,1,Box Score
2017-2018 Regular Season,0021700997,3/11/18,7:00 PM,Houston,Dallas,240,105,82,1,B2B,Box Score
2017-2018 Regular Season,0021700998,3/11/18,7:30 PM,Indiana,Boston,240,99,97,1,2,Box Score
2017-2018 Regular Season,0021700999,3/11/18,7:30 PM,Philadelphia,Brooklyn,240,120,97,2,2,Box Score
2017-2018 Regular Season,0021701000,3/11/18,9:00 PM,Cleveland,LA Lakers,240,113,127,1,1,Box Score
2017-2018 Regular Season,0021701001,3/12/18,8:00 PM,San Antonio,Houston,240,93,109,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021701002,3/12/18,8:00 PM,Milwaukee,Memphis,240,121,103,2,3IN4,Box Score
2017-2018 Regular Season,0021701003,3/12/18,8:00 PM,Sacramento,Oklahoma City,240,101,106,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021701004,3/12/18,10:30 PM,Miami,Portland,240,99,115,1,2,Box Score
2017-2018 Regular Season,0021701005,3/13/18,7:00 PM,Indiana,Philadelphia,240,101,98,1,1,Box Score
2017-2018 Regular Season,0021701006,3/13/18,7:00 PM,Minnesota,Washington,240,116,111,1,2,Box Score
2017-2018 Regular Season,0021701007,3/13/18,7:30 PM,Oklahoma City,Atlanta,240,119,107,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021701008,3/13/18,7:30 PM,Toronto,Brooklyn,240,116,102,1,1,Box Score
2017-2018 Regular Season,0021701009,3/13/18,7:30 PM,Dallas,New York,240,110,97,3IN4,1,Box Score
2017-2018 Regular Season,0021701010,3/13/18,8:00 PM,LA Clippers,Chicago,240,112,106,2,1,Box Score
2017-2018 Regular Season,0021701011,3/13/18,8:00 PM,Charlotte,New Orleans,240,115,119,2,1,Box Score
2017-2018 Regular Season,0021701012,3/13/18,8:30 PM,Orlando,San Antonio,240,72,108,2,3IN4-B2B,Box Score
2017-2018 Regular Season,0021701013,3/13/18,9:00 PM,Detroit,Utah,240,79,110,3+,1,Box Score
2017-2018 Regular Season,0021701014,3/13/18,10:00 PM,Cleveland,Phoenix,240,129,107,1,2,Box Score
2017-2018 Regular Season,0021701015,3/13/18,10:30 PM,Denver,LA Lakers,240,103,112,1,1,Box Score
2017-2018 Regular Season,0021701016,3/14/18,7:00 PM,Milwaukee,Orlando,240,117,126,1,B2B,Box Score
2017-2018 Regular Season,0021701017,3/14/18,8:00 PM,Washington,Boston,290,125,124,B2B,2,Box Score
2017-2018 Regular Season,0021701018,3/14/18,10:00 PM,Miami,Sacramento,265,119,123,1,3IN4,Box Score
2017-2018 Regular Season,0021701019,3/14/18,10:30 PM,LA Lakers,Golden State,240,106,117,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021701020,3/15/18,7:00 PM,Toronto,Indiana,240,106,99,1,1,Box Score
2017-2018 Regular Season,0021701021,3/15/18,7:30 PM,Charlotte,Atlanta,240,129,117,1,1,Box Score
2017-2018 Regular Season,0021701022,3/15/18,7:30 PM,Philadelphia,New York,240,118,110,1,1,Box Score
2017-2018 Regular Season,0021701023,3/15/18,8:00 PM,LA Clippers,Houston,240,96,101,1,2,Box Score
2017-2018 Regular Season,0021701024,3/15/18,8:00 PM,Chicago,Memphis,240,111,110,1,2,Box Score
2017-2018 Regular Season,0021701025,3/15/18,8:30 PM,New Orleans,San Antonio,240,93,98,1,3IN4,Box Score
2017-2018 Regular Season,0021701026,3/15/18,9:00 PM,Detroit,Denver,240,113,120,1,1,Box Score
2017-2018 Regular Season,0021701027,3/15/18,9:00 PM,Phoenix,Utah,240,88,116,1,1,Box Score
2017-2018 Regular Season,0021701028,3/15/18,10:00 PM,Cleveland,Portland,240,105,113,1,2,Box Score
2017-2018 Regular Season,0021701029,3/16/18,7:00 PM,Boston,Orlando,240,92,83,1,3IN4,Box Score
2017-2018 Regular Season,0021701030,3/16/18,7:00 PM,Brooklyn,Philadelphia,240,116,120,2,3IN4-B2B,Box Score
2017-2018 Regular Season,0021701031,3/16/18,7:30 PM,Dallas,Toronto,265,115,122,2,3IN4-B2B,Box Score
2017-2018 Regular Season,0021701032,3/16/18,8:00 PM,LA Clippers,Oklahoma City,240,113,121,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021701033,3/16/18,10:30 PM,Sacramento,Golden State,240,98,93,1,1,Box Score
2017-2018 Regular Season,0021701034,3/16/18,10:30 PM,Miami,LA Lakers,240,92,91,1,3IN4,Box Score
2017-2018 Regular Season,0021701035,3/17/18,7:00 PM,Indiana,Washington,240,102,109,1,2,Box Score
2017-2018 Regular Season,0021701036,3/17/18,7:00 PM,Houston,New Orleans,240,107,101,1,1,Box Score
2017-2018 Regular Season,0021701037,3/17/18,7:30 PM,Dallas,Brooklyn,240,106,114,B2B,B2B,Box Score
2017-2018 Regular Season,0021701038,3/17/18,7:30 PM,Charlotte,New York,240,101,124,1,1,Box Score
2017-2018 Regular Season,0021701039,3/17/18,8:00 PM,Cleveland,Chicago,240,114,109,1,1,Box Score
2017-2018 Regular Season,0021701040,3/17/18,8:00 PM,Denver,Memphis,240,94,101,1,1,Box Score
2017-2018 Regular Season,0021701041,3/17/18,6:00 PM,Atlanta,Milwaukee,240,117,122,1,2,Box Score
2017-2018 Regular Season,0021701042,3/17/18,8:30 PM,Minnesota,San Antonio,240,101,117,3+,1,Box Score
2017-2018 Regular Season,0021701043,3/17/18,9:00 PM,Sacramento,Utah,240,97,103,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021701044,3/17/18,10:00 PM,Golden State,Phoenix,240,124,109,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021701045,3/17/18,10:00 PM,Detroit,Portland,240,87,100,1,1,Box Score
2017-2018 Regular Season,0021701046,3/18/18,1:00 PM,Oklahoma City,Toronto,240,132,125,1,3IN4,Box Score
2017-2018 Regular Season,0021701047,3/18/18,6:00 PM,Boston,New Orleans,240,89,108,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021701048,3/18/18,7:00 PM,Houston,Minnesota,240,129,120,3IN4-B2B,B2B,Box Score
2017-2018 Regular Season,0021701049,3/18/18,10:30 PM,Portland,LA Clippers,240,122,109,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021701050,3/19/18,7:00 PM,Milwaukee,Cleveland,240,117,124,1,1,Box Score
2017-2018 Regular Season,0021701051,3/19/18,7:00 PM,LA Lakers,Indiana,240,100,110,2,1,Box Score
2017-2018 Regular Season,0021701052,3/19/18,7:00 PM,Charlotte,Philadelphia,240,94,108,1,2,Box Score
2017-2018 Regular Season,0021701053,3/19/18,7:30 PM,Memphis,Brooklyn,240,115,118,1,3IN4,Box Score
2017-2018 Regular Season,0021701054,3/19/18,7:30 PM,Denver,Miami,290,141,149,1,2,Box Score
2017-2018 Regular Season,0021701055,3/19/18,7:30 PM,Chicago,New York,240,92,110,1,1,Box Score
2017-2018 Regular Season,0021701056,3/19/18,9:30 PM,Golden State,San Antonio,240,75,89,3IN4,1,Box Score
2017-2018 Regular Season,0021701057,3/19/18,10:00 PM,Detroit,Sacramento,240,106,90,1,3IN4,Box Score
2017-2018 Regular Season,0021701058,3/20/18,7:00 PM,Toronto,Orlando,240,93,86,1,3+,Box Score
2017-2018 Regular Season,0021701059,3/20/18,8:00 PM,Oklahoma City,Boston,240,99,100,1,1,Box Score
2017-2018 Regular Season,0021701060,3/20/18,8:00 PM,LA Clippers,Minnesota,240,109,123,1,3IN4,Box Score
2017-2018 Regular Season,0021701061,3/20/18,8:00 PM,Dallas,New Orleans,240,105,115,2,3IN4,Box Score
2017-2018 Regular Season,0021701062,3/20/18,9:00 PM,Atlanta,Utah,240,99,94,2,2,Box Score
2017-2018 Regular Season,0021701063,3/20/18,10:00 PM,Detroit,Phoenix,240,115,88,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021701064,3/20/18,10:30 PM,Houston,Portland,240,115,111,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700809,3/21/18,8:00 PM,Indiana,New Orleans,240,92,96,1,4IN5-B2B,Box Score
2017-2018 Regular Season,0021701065,3/21/18,7:00 PM,Toronto,Cleveland,240,129,132,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021701066,3/21/18,7:00 PM,Memphis,Philadelphia,240,105,119,1,1,Box Score
2017-2018 Regular Season,0021701067,3/21/18,7:30 PM,Charlotte,Brooklyn,240,111,105,1,1,Box Score
2017-2018 Regular Season,0021701068,3/21/18,7:30 PM,New York,Miami,240,98,119,1,1,Box Score
2017-2018 Regular Season,0021701069,3/21/18,8:00 PM,Denver,Chicago,240,135,102,1,1,Box Score
2017-2018 Regular Season,0021701070,3/21/18,8:00 PM,LA Clippers,Milwaukee,240,127,120,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021701071,3/21/18,9:30 PM,Washington,San Antonio,240,90,98,3+,1,Box Score
2017-2018 Regular Season,0021701072,3/22/18,7:00 PM,Memphis,Charlotte,240,79,140,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021701073,3/22/18,7:00 PM,Philadelphia,Orlando,240,118,98,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021701074,3/22/18,8:00 PM,Detroit,Houston,265,96,100,3IN4,1,Box Score
2017-2018 Regular Season,0021701075,3/22/18,8:00 PM,LA Lakers,New Orleans,240,125,128,2,5IN6-B2B2B,Box Score
2017-2018 Regular Season,0021701076,3/22/18,8:30 PM,Utah,Dallas,240,119,112,1,1,Box Score
2017-2018 Regular Season,0021701077,3/22/18,10:00 PM,Atlanta,Sacramento,240,90,105,1,2,Box Score
2017-2018 Regular Season,0021701078,3/23/18,7:00 PM,LA Clippers,Indiana,240,104,109,3IN4,1,Box Score
2017-2018 Regular Season,0021701079,3/23/18,7:00 PM,Denver,Washington,240,108,100,1,1,Box Score
2017-2018 Regular Season,0021701080,3/23/18,7:30 PM,Phoenix,Cleveland,240,95,120,2,1,Box Score
2017-2018 Regular Season,0021701081,3/23/18,7:30 PM,Minnesota,New York,240,108,104,2,1,Box Score
2017-2018 Regular Season,0021701082,3/23/18,7:30 PM,Brooklyn,Toronto,240,112,116,1,3IN4,Box Score
2017-2018 Regular Season,0021701083,3/23/18,8:00 PM,Milwaukee,Chicago,240,118,105,1,1,Box Score
2017-2018 Regular Season,0021701084,3/23/18,8:00 PM,Miami,Oklahoma City,240,99,105,1,2,Box Score
2017-2018 Regular Season,0021701085,3/23/18,8:30 PM,Utah,San Antonio,265,120,124,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021701086,3/23/18,10:00 PM,Boston,Portland,240,105,100,2,2,Box Score
2017-2018 Regular Season,0021701087,3/23/18,10:30 PM,Atlanta,Golden State,240,94,106,3IN4-B2B,3+,Box Score
2017-2018 Regular Season,0021701088,3/24/18,6:00 PM,Minnesota,Philadelphia,240,108,120,B2B,3IN4,Box Score
2017-2018 Regular Season,0021701089,3/24/18,7:00 PM,Chicago,Detroit,240,95,117,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021701090,3/24/18,7:00 PM,Phoenix,Orlando,240,99,105,B2B,1,Box Score
2017-2018 Regular Season,0021701091,3/24/18,8:00 PM,New Orleans,Houston,240,91,114,4IN5,1,Box Score
2017-2018 Regular Season,0021701092,3/24/18,8:00 PM,LA Lakers,Memphis,240,100,93,1,3IN4,Box Score
2017-2018 Regular Season,0021701093,3/24/18,8:30 PM,Charlotte,Dallas,240,102,98,3IN4,1,Box Score
2017-2018 Regular Season,0021701094,3/25/18,1:00 PM,Cleveland,Brooklyn,240,121,114,1,1,Box Score
2017-2018 Regular Season,0021701095,3/25/18,3:30 PM,San Antonio,Milwaukee,240,103,106,1,1,Box Score
2017-2018 Regular Season,0021701096,3/25/18,5:00 PM,Miami,Indiana,265,107,113,1,1,Box Score
2017-2018 Regular Season,0021701097,3/25/18,6:00 PM,LA Clippers,Toronto,240,117,106,1,1,Box Score
2017-2018 Regular Season,0021701098,3/25/18,6:00 PM,New York,Washington,240,101,97,1,1,Box Score
2017-2018 Regular Season,0021701099,3/25/18,6:00 PM,Boston,Sacramento,240,104,93,1,2,Box Score
2017-2018 Regular Season,0021701100,3/25/18,7:00 PM,Portland,Oklahoma City,240,108,105,1,1,Box Score
2017-2018 Regular Season,0021701101,3/25/18,8:00 PM,Atlanta,Houston,240,99,118,3IN4,3IN4-B2B,Box Score
2017-2018 Regular Season,0021701102,3/25/18,8:30 PM,Utah,Golden State,240,110,91,3IN4,1,Box Score
2017-2018 Regular Season,0021701103,3/26/18,7:00 PM,New York,Charlotte,265,128,137,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021701104,3/26/18,7:00 PM,LA Lakers,Detroit,240,106,112,1,1,Box Score
2017-2018 Regular Season,0021701105,3/26/18,7:00 PM,Denver,Philadelphia,240,104,123,2,1,Box Score
2017-2018 Regular Season,0021701106,3/26/18,8:00 PM,Memphis,Minnesota,240,101,93,1,3IN4,Box Score
2017-2018 Regular Season,0021701107,3/26/18,10:00 PM,Boston,Phoenix,240,102,94,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021701108,3/27/18,7:00 PM,San Antonio,Washington,240,106,116,1,1,Box Score
2017-2018 Regular Season,0021701109,3/27/18,7:30 PM,Denver,Toronto,240,110,114,B2B,1,Box Score
2017-2018 Regular Season,0021701110,3/27/18,8:00 PM,Cleveland,Miami,240,79,98,1,1,Box Score
2017-2018 Regular Season,0021701111,3/27/18,8:00 PM,Chicago,Houston,240,86,118,2,3IN4,Box Score
2017-2018 Regular Season,0021701112,3/27/18,8:00 PM,Portland,New Orleans,240,107,103,1,2,Box Score
2017-2018 Regular Season,0021701113,3/27/18,10:00 PM,Dallas,Sacramento,240,103,97,2,1,Box Score
2017-2018 Regular Season,0021701114,3/27/18,10:30 PM,Indiana,Golden State,240,92,81,1,1,Box Score
2017-2018 Regular Season,0021701115,3/27/18,10:30 PM,Milwaukee,LA Clippers,240,98,105,1,1,Box Score
2017-2018 Regular Season,0021701116,3/28/18,7:00 PM,Cleveland,Charlotte,240,118,105,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021701117,3/28/18,7:00 PM,Brooklyn,Orlando,240,111,104,2,3+,Box Score
2017-2018 Regular Season,0021701118,3/28/18,7:00 PM,New York,Philadelphia,240,101,118,3IN4,1,Box Score
2017-2018 Regular Season,0021701119,3/28/18,8:00 PM,Portland,Memphis,240,103,108,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021701120,3/28/18,8:00 PM,Atlanta,Minnesota,240,114,126,2,1,Box Score
2017-2018 Regular Season,0021701121,3/28/18,9:30 PM,Boston,Utah,240,97,94,3IN4,2,Box Score
2017-2018 Regular Season,0021701122,3/28/18,10:00 PM,LA Clippers,Phoenix,240,111,99,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021701123,3/28/18,10:30 PM,Dallas,LA Lakers,240,93,103,B2B,1,Box Score
2017-2018 Regular Season,0021701124,3/29/18,7:00 PM,Washington,Detroit,240,92,103,1,2,Box Score
2017-2018 Regular Season,0021701125,3/29/18,7:30 PM,Chicago,Miami,240,92,103,1,1,Box Score
2017-2018 Regular Season,0021701126,3/29/18,8:00 PM,Oklahoma City,San Antonio,240,99,103,3+,1,Box Score
2017-2018 Regular Season,0021701127,3/29/18,10:00 PM,Indiana,Sacramento,240,106,103,1,1,Box Score
2017-2018 Regular Season,0021701128,3/29/18,10:30 PM,Milwaukee,Golden State,240,116,107,1,1,Box Score
2017-2018 Regular Season,0021701129,3/30/18,7:00 PM,Chicago,Orlando,240,90,82,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021701130,3/30/18,7:30 PM,Philadelphia,Atlanta,240,101,91,1,1,Box Score
2017-2018 Regular Season,0021701131,3/30/18,8:00 PM,New Orleans,Cleveland,240,102,107,2,3IN4,Box Score
2017-2018 Regular Season,0021701132,3/30/18,8:00 PM,Phoenix,Houston,240,103,104,1,2,Box Score
2017-2018 Regular Season,0021701133,3/30/18,8:00 PM,Denver,Oklahoma City,265,126,125,2,B2B,Box Score
2017-2018 Regular Season,0021701134,3/30/18,8:30 PM,Minnesota,Dallas,240,93,92,1,3IN4,Box Score
2017-2018 Regular Season,0021701135,3/30/18,9:00 PM,Memphis,Utah,240,97,107,1,1,Box Score
2017-2018 Regular Season,0021701136,3/30/18,10:30 PM,Milwaukee,LA Lakers,265,124,122,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021701137,3/30/18,10:30 PM,LA Clippers,Portland,240,96,105,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021701138,3/31/18,3:00 PM,Charlotte,Washington,240,93,107,2,1,Box Score
2017-2018 Regular Season,0021701139,3/31/18,5:00 PM,Detroit,New York,240,115,109,1,2,Box Score
2017-2018 Regular Season,0021701140,3/31/18,7:30 PM,Toronto,Boston,240,99,110,3+,2,Box Score
2017-2018 Regular Season,0021701141,3/31/18,8:00 PM,Brooklyn,Miami,265,110,109,2,1,Box Score
2017-2018 Regular Season,0021701142,3/31/18,10:00 PM,Golden State,Sacramento,240,112,96,1,1,Box Score
2017-2018 Regular Season,0021701143,4/1/18,1:00 PM,Philadelphia,Charlotte,240,119,102,1,B2B,Box Score
2017-2018 Regular Season,0021701144,4/1/18,3:30 PM,Washington,Chicago,240,94,113,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021701145,4/1/18,3:30 PM,Houston,San Antonio,240,83,100,1,2,Box Score
2017-2018 Regular Season,0021701146,4/1/18,3:30 PM,Indiana,LA Clippers,240,111,104,2,1,Box Score
2017-2018 Regular Season,0021701147,4/1/18,6:00 PM,Orlando,Atlanta,240,88,94,1,1,Box Score
2017-2018 Regular Season,0021701148,4/1/18,6:00 PM,Detroit,Brooklyn,240,108,96,3IN4-B2B,B2B,Box Score
2017-2018 Regular Season,0021701149,4/1/18,6:00 PM,Dallas,Cleveland,240,87,98,1,1,Box Score
2017-2018 Regular Season,0021701150,4/1/18,6:00 PM,Oklahoma City,New Orleans,240,109,104,3IN4,1,Box Score
2017-2018 Regular Season,0021701151,4/1/18,7:00 PM,Utah,Minnesota,240,121,97,1,1,Box Score
2017-2018 Regular Season,0021701152,4/1/18,8:00 PM,Milwaukee,Denver,265,125,128,3IN4,1,Box Score
2017-2018 Regular Season,0021701153,4/1/18,8:30 PM,Phoenix,Golden State,240,107,117,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021701154,4/1/18,9:00 PM,Memphis,Portland,240,98,113,1,1,Box Score
2017-2018 Regular Season,0021701155,4/1/18,9:30 PM,Sacramento,LA Lakers,240,84,83,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021701156,4/3/18,7:00 PM,Toronto,Cleveland,240,106,112,2,1,Box Score
2017-2018 Regular Season,0021701157,4/3/18,7:00 PM,Brooklyn,Philadelphia,240,95,121,3IN4,1,Box Score
2017-2018 Regular Season,0021701158,4/3/18,7:30 PM,Atlanta,Miami,240,98,101,1,2,Box Score
2017-2018 Regular Season,0021701159,4/3/18,7:30 PM,Orlando,New York,240,97,73,1,2,Box Score
2017-2018 Regular Season,0021701160,4/3/18,8:00 PM,Charlotte,Chicago,240,114,120,3IN4,1,Box Score
2017-2018 Regular Season,0021701161,4/3/18,8:00 PM,Washington,Houston,240,104,120,3IN4,1,Box Score
2017-2018 Regular Season,0021701162,4/3/18,8:00 PM,Boston,Milwaukee,240,102,106,2,1,Box Score
2017-2018 Regular Season,0021701163,4/3/18,8:00 PM,Golden State,Oklahoma City,240,111,107,3IN4,1,Box Score
2017-2018 Regular Season,0021701164,4/3/18,8:30 PM,Portland,Dallas,240,109,115,1,1,Box Score
2017-2018 Regular Season,0021701165,4/3/18,9:00 PM,Indiana,Denver,240,104,107,1,1,Box Score
2017-2018 Regular Season,0021701166,4/3/18,9:00 PM,LA Lakers,Utah,240,110,117,1,1,Box Score
2017-2018 Regular Season,0021701167,4/3/18,10:00 PM,Sacramento,Phoenix,240,94,97,3IN4,1,Box Score
2017-2018 Regular Season,0021701168,4/3/18,10:30 PM,San Antonio,LA Clippers,240,110,113,1,1,Box Score
2017-2018 Regular Season,0021701169,4/4/18,7:00 PM,Philadelphia,Detroit,240,115,108,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021701170,4/4/18,7:00 PM,Dallas,Orlando,240,100,105,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021701171,4/4/18,8:00 PM,Boston,Toronto,240,78,96,B2B,B2B,Box Score
2017-2018 Regular Season,0021701172,4/4/18,7:30 PM,Miami,Atlanta,240,115,86,B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021701173,4/4/18,8:00 PM,Memphis,New Orleans,240,95,123,2,2,Box Score
2017-2018 Regular Season,0021701174,4/4/18,10:30 PM,San Antonio,LA Lakers,265,112,122,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021701175,4/5/18,7:00 PM,Golden State,Indiana,240,106,126,1,1,Box Score
2017-2018 Regular Season,0021701176,4/5/18,8:00 PM,Washington,Cleveland,240,115,119,1,1,Box Score
2017-2018 Regular Season,0021701177,4/5/18,8:00 PM,Portland,Houston,240,94,96,1,1,Box Score
2017-2018 Regular Season,0021701178,4/5/18,8:00 PM,Brooklyn,Milwaukee,240,119,111,1,1,Box Score
